"car_name","make","year","car_type","stock_class","stock_pi","drivetrain_stock","recommended_preset","primary_roles","upgrade_order","required_adjustable_parts","optional_parts","avoid","tune_sections","data_needed_for_exact_tune","risk_flags","ai_notes","confidence"
"2021 Rimac Nevera","Rimac","2021","Hypercars","R","913","RWD","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2022 Rivian R1T","Rivian","2022","Pickups & 4x4's","A","607","AWD","cross_country_a_s1","cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2016 RJ Anderson #37 Polaris RZR Pro 2 Truck","RJ Anderson","2016","Unlimited Offroad","A","674","","cross_country_a_s1","cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;drivetrain_missing_from_tunelab","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2021 RJ Anderson #37 Polaris RZR Pro 4 Truck","RJ Anderson","2021","Unlimited Offroad","A","677","AWD","cross_country_a_s1","cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2017 Saleen S7 LM","Saleen","2017","Extreme Track Toys","S2","835","RWD","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"1993 Schuppan 962CR","Schuppan","1993","Retro Supercars","S1","764","RWD","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"1965 Shelby Cobra 427 S/C","Shelby","1965","Rare Classics","B","582","RWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1965 Shelby Cobra Daytona Coupe","Shelby","1965","Classic Racers","B","515","RWD","road_high_grip","leaderboard_benchmark;track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2020 SIERRA Cars #23 Yokohama ALPHA","SIERRA Cars","2020","Extreme Track Toys","R","926","AWD","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2021 SIERRA Cars 700R","SIERRA Cars","2021","UTV's","D","346","AWD","cross_country_a_s1","leaderboard_benchmark;cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2021 SIERRA Cars RX3","SIERRA Cars","2021","UTV's","A","635","AWD","cross_country_a_s1","cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2013 SRT Viper GTS","SRT","2013","Modern Muscle","S1","707","RWD","road_a_balanced","muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"1980 Subaru BRAT GL","Subaru","1980","Utility Heroes","D","159","AWD","weekly_allround_required","leaderboard_benchmark;jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1990 Subaru LEGACY RS","Subaru","1990","Retro Rally","C","406","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"1994 Subaru Vivio RX-R","Subaru","1994","Eclectic Domestics","D","281","AWD","road_low_class_momentum","leaderboard_benchmark;jdm_theme;low_class_momentum","weight reduction > final drive/transmission if bad > street tire only if needed > brakes if weak > mild power","final_drive_or_transmission;front/rear ARB if available","sport brakes;street tire","race slicks;heavy aero;huge engine swaps","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Keep PI efficient; do not destroy momentum with tire overspend","derived_from_car_archetype_and_build_preset"
"1994 Subaru Vivio RX-R Forza Edition","Subaru","1994","Extreme Track Toys","S2","900","AWD","road_high_grip","jdm_theme;track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"1996 Subaru SVX","Subaru","1996","Retro Sports Cars","C","466","AWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1998 Subaru Impreza 22B-STi Version","Subaru","1998","Retro Rally","B","600","AWD","rally_b_a","leaderboard_benchmark;jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2004 Subaru IMPREZA WRX STI","Subaru","2004","Modern Rally","B","552","AWD","rally_b_a","leaderboard_benchmark;jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2005 Subaru IMPREZA WRX STI","Subaru","2005","Modern Rally","B","570","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2005 Subaru LEGACY B4 2.0 GT","Subaru","2005","Retro Super Saloons","B","549","AWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2008 Subaru IMPREZA WRX STI","Subaru","2008","Modern Rally","B","539","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2011 Subaru WRX STI","Subaru","2011","Modern Rally","B","547","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2013 Subaru BRZ","Subaru","2013","Modern Sports Cars","C","463","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"2015 Subaru WRX STI","Subaru","2015","Modern Rally","B","555","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2018 Subaru WRX STI ARX Supercar","Subaru","2018","Rally Monsters","S1","757","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2019 Subaru STI S209","Subaru","2019","Modern Rally","B","574","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"2022 Subaru BRZ","Subaru","2022","Modern Sports Cars","B","551","RWD","touge_jdm_a","leaderboard_benchmark;jdm_theme;touge_or_drift_project","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"2022 Subaru BRZ Forza Edition","Subaru","2022","Unlimited Offroad","A","700","RWD","cross_country_a_s1","jdm_theme;touge_or_drift_project;cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"2022 Subaru WRX","Subaru","2022","Modern Rally","B","538","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"1965 Toyota Sports 800","Toyota","1965","Classic Sports Cars","D","141","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1965 Toyota Sports 800 Fanta Edition","Toyota","1965","Classic Sports Cars","D","141","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_dlc_or_addon_access","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1969 Toyota 2000GT","Toyota","1969","Rare Classics","D","377","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1974 Toyota Corolla SR5","Toyota","1974","Classic Sports Cars","D","197","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1979 Toyota FJ40","Toyota","1979","Pickups & 4x4's","D","157","AWD","cross_country_a_s1","jdm_theme;cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"1985 Toyota Sprinter Trueno GT Apex","Toyota","1985","Retro Sports Cars","D","376","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"1985 Toyota Sprinter Trueno GT Apex Forza Edition","Toyota","1985","Track Toys","B","600","RWD","touge_jdm_a","leaderboard_benchmark;jdm_theme;touge_or_drift_project;track_day_or_rivals","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently;meta_signal_not_fun_default","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"1989 Toyota MR2 SC","Toyota","1989","Retro Sports Cars","D","397","RWD","weekly_allround_required","leaderboard_benchmark;jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently;meta_signal_not_fun_default","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1991 Toyota Chaser GT Twin Turbo","Toyota","1991","Retro Super Saloons","C","484","RWD","weekly_allround_required","leaderboard_benchmark;jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1991 Toyota Sera","Toyota","1991","Eclectic Domestics","D","344","FWD","road_low_class_momentum","jdm_theme;low_class_momentum","weight reduction > final drive/transmission if bad > street tire only if needed > brakes if weak > mild power","final_drive_or_transmission;front/rear ARB if available","sport brakes;street tire","race slicks;heavy aero;huge engine swaps","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Keep PI efficient; do not destroy momentum with tire overspend","derived_from_car_archetype_and_build_preset"
"1992 Toyota Celica GT-Four RC ST185","Toyota","1992","Retro Rally","C","438","AWD","rally_b_a","jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"1992 Toyota Supra 2.0 GT","Toyota","1992","Retro Sports Cars","C","453","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"1993 Toyota #1 T100 Baja Truck","Toyota","1993","Unlimited Offroad","B","584","","cross_country_a_s1","jdm_theme;cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;drivetrain_missing_from_tunelab","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"1994 Toyota Celica GT-Four ST205","Toyota","1994","Retro Rally","C","479","AWD","rally_b_a","leaderboard_benchmark;jdm_theme;rally_build","rally tire > rally suspension > ride height > weight > diff > moderate power > final drive","rally_suspension;race_diff","rally transmission;mudflaps/livery","slicks;slammed suspension;stiff bump","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Compliance and traction beat road-racing stiffness","derived_from_car_archetype_and_build_preset"
"1995 Toyota J&J Motorsport Supra WTAC","Toyota","1995","Extreme Track Toys","S2","828","RWD","touge_jdm_a","jdm_theme;touge_or_drift_project;track_day_or_rivals","tires > brakes > weight > suspension/ARB > diff > short useful gearing > modest power","race_springs;ARB;race_diff;final_drive","street/semi-slick;race brakes","huge turbo lag;top-speed gearing","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_dlc_or_addon_access","Braking and exit control beat peak power","derived_from_car_archetype_and_build_preset"
"1995 Toyota MR2 GT","Toyota","1995","Retro Sports Cars","B","522","RWD","weekly_allround_required","jdm_theme","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
